frame_number,track_id,class_name,speed_kph,pixel_distance_per_frame
658,215,car,10.59,1.41
659,205,car,10.59,1.41
659,151,truck,0.0,0.0
659,268,car,64.44,8.6
659,215,car,7.49,1.0
660,205,car,10.59,1.41
660,151,truck,7.49,1.0
660,268,car,64.44,8.6
660,215,car,21.19,2.83
661,205,car,21.19,2.83
661,151,truck,0.0,0.0
661,268,car,58.51,7.81
661,215,car,16.75,2.24
662,205,car,10.59,1.41
662,151,truck,7.49,1.0
662,268,car,69.06,9.22
662,215,car,16.75,2.24
663,205,car,7.49,1.0
663,151,truck,7.49,1.0
663,268,car,47.97,6.4
663,215,car,7.49,1.0
664,205,car,14.98,2.0
664,151,truck,0.0,0.0
664,268,car,58.51,7.81
664,215,car,10.59,1.41
665,205,car,10.59,1.41
665,151,truck,7.49,1.0
665,268,car,58.51,7.81
665,215,car,16.75,2.24
666,205,car,7.49,1.0
666,151,truck,0.0,0.0
666,268,car,52.97,7.07
666,215,car,10.59,1.41
667,205,car,91.13,12.17
667,151,truck,7.49,1.0
667,268,car,42.37,5.66
667,215,car,10.59,1.41
668,205,car,22.47,3.0
668,268,car,42.37,5.66
668,215,car,10.59,1.41
669,205,car,7.49,1.0
669,268,car,58.51,7.81
669,215,car,7.49,1.0
670,205,car,10.59,1.41
670,268,car,37.45,5.0
670,215,car,16.75,2.24
671,205,car,0.0,0.0
671,268,car,37.45,5.0
671,215,car,10.59,1.41
672,205,car,27.01,3.61
672,268,car,37.45,5.0
672,215,car,10.59,1.41
673,205,car,14.98,2.0
673,268,car,33.5,4.47
673,215,car,14.98,2.0
674,205,car,7.49,1.0
674,268,car,52.97,7.07
674,215,car,7.49,1.0
675,205,car,7.49,1.0
675,268,car,27.01,3.61
675,215,car,14.98,2.0
676,205,car,10.59,1.41
676,268,car,31.78,4.24
676,215,car,16.75,2.24
677,205,car,14.98,2.0
677,268,car,27.01,3.61
677,215,car,16.75,2.24
678,205,car,10.59,1.41
678,268,car,27.01,3.61
678,215,car,10.59,1.41
679,205,car,7.49,1.0
679,268,car,37.45,5.0
679,215,car,16.75,2.24
680,205,car,7.49,1.0
680,268,car,27.01,3.61
680,215,car,10.59,1.41
681,205,car,7.49,1.0
681,268,car,33.5,4.47
681,215,car,10.59,1.41
682,205,car,7.49,1.0
682,268,car,27.01,3.61
682,215,car,14.98,2.0
683,205,car,16.75,2.24
683,268,car,21.19,2.83
683,215,car,10.59,1.41
684,205,car,7.49,1.0
684,268,car,21.19,2.83
684,215,car,16.75,2.24
685,205,car,7.49,1.0
685,268,car,31.78,4.24
685,215,car,7.49,1.0
686,268,car,14.98,2.0
686,215,car,10.59,1.41
687,268,car,14.98,2.0
687,215,car,10.59,1.41
688,268,car,16.75,2.24
688,215,car,0.0,0.0
689,268,car,22.47,3.0
689,215,car,16.75,2.24
690,268,car,40.34,5.39
690,215,car,7.49,1.0
691,215,car,10.59,1.41
692,215,car,0.0,0.0
693,215,car,7.49,1.0
694,215,car,7.49,1.0
695,215,car,0.0,0.0
696,215,car,10.59,1.41
697,215,car,10.59,1.41
698,215,car,7.49,1.0
699,215,car,0.0,0.0
700,215,car,10.59,1.41
701,215,car,14.98,2.0
702,215,car,7.49,1.0
703,215,car,14.98,2.0
704,215,car,7.49,1.0
705,215,car,16.75,2.24
706,215,car,0.0,0.0
707,215,car,0.0,0.0
708,215,car,10.59,1.41
709,215,car,21.19,2.83
710,215,car,7.49,1.0
711,215,car,10.59,1.41
712,215,car,0.0,0.0
713,215,car,0.0,0.0
714,215,car,7.49,1.0
715,215,car,10.59,1.41
716,215,car,7.49,1.0
717,215,car,0.0,0.0
